89999 79999
1 146273499 135879034
1 568857761 988171261
1 101491922 111190845
1 746053746 561272767
1 678980017 36529208
1 93657883 795504908
1 118869560 680903210
1 392950496 806771747
1 293728766 781949356
1 871273272 591872189
1 298184035 145222725
1 74352953 962082164
1 16572480 508280897
1 193210702 296994250
1 581060248 64423805
1 214317018 696045507
1 940101201 243694228
1 884508583 846928525
2 79500954 437705444
1 65841721 86200151
1 429812280 867485099
1 671693878 984958914
1 220377651 625372929
1 122657848 512107372
1 317518055 29087590
1 539051211 747680231
1 77213342 82989715
1 180539934 733256105
1 416983903 9317560
1 808436287 259641040
1 242217584 469423223
1 287679567 837771750
1 229771893 600608345
1 518891534 78921471
1 572698994 123264882
1 165731252 158862205
1 140115244 274828796
1 186950684 311570427
1 757504575 889311187
1 400416905 386151215
1 524490563 485499984
1 83542698 795303795
1 513962325 985568041
1 381679529 354190314
1 42159916 705083280
1 231775255 58858774
1 496307063 606322893
1 527820673 974589001
1 467513606 651490247
1 187314361 128922472
1 204358337 824218406
1 154889792 482553980
1 405620319 147605855
1 775640750 761326538
1 13701903 507133492
1 784559109 328330961
1 142518037 649360032
1 990036978 848192290
1 603498171 221473794
1 295496939 434861909
1 719578374 118810492
1 699824865 188571436
1 285098521 407804568
1 26984579 410769736
1 94341190 542427422
1 990518401 349534063
1 133257448 625463293
1 270499431 61056118
1 534008040 531946045
1 674248487 970599437
1 556517536 98944867
1 207159164 653077561
1 846564770 927906593
1 125681161 785321435
1 162470047 975343170
1 870826993 888217046
1 335513519 476635389
1 760544953 449336705
1 967236577 41425496
1 865234186 379190265
1 904146493 188800257
1 751206061 463906514
1 625144294 103126712
1 892555443 799034784
1 601249984 297921953
1 889954343 32020024
1 593601719 602550918
1 301765641 566237720
1 848676365 117283181
1 461998079 648329848
1 722158838 893501069
1 994243707 683726242
1 220026719 815204677
1 207327233 330329597
1 483416689 646634000
1 518261682 230417142
1 448716391 761298920
1 420364572 993646621
1 858512327 867034274
1 387867036 61383985
1 934122082 329867535
1 6047100 140351800
1 717070645 128103551
1 614532520 992183795
1 80823452 628566369
1 888585718 651859766
1 23634321 523515508
1 266572072 625926462
1 755393684 125809571
1 110789843 762526508
1 871918306 50045461
2 144345874 157561786
1 774523498 163541350
1 964107201 985610592
1 520027469 990711840
1 566962856 559779053
1 31857791 503443812
1 348641757 79599461
1 695056078 643946913
1 633818757 865938357
1 625505505 938570470
1 375016529 831277536
1 898810488 907898818
2 810707388 922813548
1 248321725 982505954
1 57233526 998681273
1 833065866 537610000
1 609128590 569666881
1 84814882 347558744
1 935394380 593048620
1 888332503 691042555
1 731580136 323466677
1 802656860 909059213
1 670774415 563929802
1 75027396 998500939
1 253619540 976053132
1 508215142 29427475
1 247614664 983833609
1 87214293 665248706
1 756651873 797355624
1 617702975 797951227
1 957145390 90053700
1 714638420 844865847
1 700984655 146787721
1 622947289 892307098
1 33001408 603883330
1 126848551 285313764
1 952111209 232435866
1 808068745 317792165
1 323911583 903908914
1 494890773 425056980
1 113154082 696102088
1 98863896 39114450
1 817338098 696006874
1 893147802 17394262
1 917765108 296112333
1 697358150 680165371
1 323026687 63847371
1 221754269 139871538
1 880914502 570751274
1 655026470 28706768
1 955552868 887318788
1 921055726 914437884
1 715503288 348316794
1 408489166 765172081
1 179623348 715085801
1 587614425 551327000
1 265444902 8933095
1 504825586 688713183
1 625343791 161105497
1 881736297 350274310
1 106195561 855840226
1 20384928 952563601
1 610735290 803670017
2 237652925 706105633
2 344134886 701567631
1 890305981 854054018
1 343616374 369849613
1 392543401 407177023
1 122012619 405161804
1 463341071 390654853
1 932394436 565113693
1 486697722 163402231
1 93198023 863593898
1 422743145 168133739
1 608739995 481001657
1 118064175 29699397
1 127223829 943138747
1 487126555 721326099
1 579613382 369267060
1 965715020 90937114
1 794615484 694617473
1 8623215 48970156
1 318755386 497556884
1 300502076 804337235
1 53544899 719426556
1 109225242 797607756
1 372031088 401599599
1 246549934 268785675
1 681255208 620958699
1 14091364 48827087
1 54661934 727607469
1 540894526 516020731
1 270794444 517350893
1 649137297 833623919
1 963142069 944506244
1 786700406 16909063
1 603297227 139175280
1 678770272 451807218
1 571238312 550407694
1 694164700 340437327
1 136642739 332969239
1 467664572 248313584
1 299790923 382385577
1 342726846 658959468
1 925686242 282625357
1 715010535 11056780
1 442074100 438958658
2 60752292 447512828
1 204337163 261325566
1 171943109 482327748
1 590903141 344707059
1 518321267 231862237
1 44560862 48571987
1 887347930 175709673
1 592958310 171689021
1 152053911 64542247
1 885128135 729342176
1 354125592 904617485
1 506162128 884159529
1 740242685 679018302
1 496741807 116109291
1 689366386 506573937
1 437991408 895135987
1 62649998 130002865
1 675114402 491647313
1 519083701 161188593
1 301281844 24996129
1 733306504 66741173
1 896932299 553431000
1 660062581 564257043
1 816953126 668233411
1 124869735 32586535
1 583017295 596774382
1 491311964 405556233
1 839308074 223701153
1 869805459 692142862
1 622183975 948190582
1 920841441 460433536
1 959314488 684356718
1 118785886 860551448
1 114501554 282270366
1 292789441 820078188
1 208610639 425697769
1 203810724 210421303
1 663919703 966397087
1 627020118 624867397
1 610224128 802504871
1 822404438 739615952
1 169623650 946864559
1 943860912 801626173
1 533499026 566882335
1 345397723 244211198
2 78504466 308074313
1 537051726 147569119
1 405875790 939318236
1 577988507 184301768
1 121893787 116962518
1 428869133 48398999
1 901877756 919864566
1 865250284 649749351
1 333939539 940040940
1 332407042 160189047
1 150985156 429329785
1 957879399 541641081
1 944288290 542117278
1 729755557 515517060
1 73683573 887704248
2 659734261 695655166
1 816786507 808330103
1 107377220 241146569
1 654066439 73334927
1 810788993 146865136
1 618371223 291777128
1 410280490 14204913
1 796984483 855678020
1 551238026 413049824
1 519442156 743290837
1 387409109 807455837
1 765809175 878286332
1 311727705 140417833
1 362230020 31290542
1 84805750 987055798
1 950922710 584685996
1 443375610 838600758
1 809260606 22047169
1 282203117 343894843
1 311874022 806589074
1 884569116 716823009
1 201839730 443663497
1 469028712 700578094
2 106260599 362976736
1 309306849 609785403
1 635173030 211905973
1 110429903 7982222
1 774568217 915133583
1 780289558 791452724
1 885512260 535858688
1 546156574 701410518
1 561005910 373119040
1 813612433 355780982
1 243070661 567681411
1 678815124 412656204
2 32685012 374161630
1 468670599 124223844
1 63161021 128831838
1 27785677 989921940
1 906221186 905448578
1 488542081 96772886
1 116341501 934467115
1 165636960 514558786
1 553144050 28319065
1 677635880 920455119
1 941274021 627927145
1 957473160 949411727
2 610462041 151636299
1 800315210 207653309
1 235440826 389084808
1 402856671 943614153
1 480418315 645086063
1 909119816 23577685
1 455140397 880343
1 104222265 109930481
1 687741005 106082881
1 438300704 444001496
1 845253490 364060103
1 810241791 332954288
1 587997586 548662986
1 319553509 672203194
1 690484019 110762592
1 389457234 870554360
1 89049922 451894251
1 846793673 687133442
1 257441647 789696071
1 348308365 771247411
1 189885173 32381747
1 116171486 224508657
1 652704073 650886035
1 809978192 404634611
1 582932712 322671548
1 855034469 396733337
1 356430938 995862061
1 24650029 414650688
1 62421078 932016788
1 37928754 251882475
1 667934678 874088855
1 654548101 224188504
1 25689923 712279970
1 9286737 901839684
1 629410257 141227924
1 71604981 874073347
1 587579325 108884947
1 809168336 825770348
1 501005581 117419980
1 972841912 761010373
1 776513254 600137159
1 25173633 831949950
1 577281718 42717280
1 131063128 252749052
1 548385951 870349180
1 413572502 655959422
1 341567445 293238262
1 128701338 360333815
1 346722188 236679405
1 236750614 573350185
1 357287960 574466708
1 283910532 123131337
1 13793913 53545562
1 164701811 36916494
1 76102295 736975609
1 123827414 48671733
1 530602397 482384035
1 306321216 822375453
2 238057941 277780026
1 451811684 96797196
1 129494421 11799336
1 507886302 590559467
1 120661041 725553319
1 634649765 800304284
1 770646731 785732860
2 21781526 802866070
1 356831725 496459651
1 155420275 601425751
1 347997352 193524283
1 603396499 867177559
1 82141345 865084041
1 975512446 547518724
1 139790346 109235404
1 921453395 362631248
1 894818252 382381423
1 306650245 702893493
1 793375172 530551581
1 989130762 649805507
1 244874830 32600158
1 760086162 180887309
1 136082089 854564346
1 930268713 138287809
1 738081185 857909801
1 703062234 704919622
1 85390546 639830426
1 48833361 403545173
1 14195044 998398269
1 126493928 560594522
1 314736281 313430784
1 443465556 557344602
1 695311290 638327703
1 657761753 903451562
1 650977162 691463916
1 503839050 494893229
1 524046501 612084538
1 919805964 591545842
1 686060565 573193790
1 981753853 220147470
1 885365177 418339776
1 776715488 497095281
1 630252958 65096680
1 264859217 548238466
1 413696509 592661424
1 91446056 921529096
1 141924898 63386025
1 440647310 81219245
1 808090852 689344514
1 682235906 716659387
1 634629397 457979308
1 407287197 245536990
1 535659050 363183704
1 551835953 872474325
1 140377168 382018170
1 548609719 336250662
1 40072806 134247509
1 468711929 464352085
1 695212967 133296689
1 984704392 63227493
1 243516569 472122579
1 662382698 903757816
1 287201496 599788463
1 975632442 62302780
1 881990877 334033076
1 112475687 31735558
1 225075967 133075002
1 209878685 55888999
1 280604874 45007084
1 909029676 863099774
1 469926681 760357548
1 440336366 504655800
2 515307571 765776024
1 880528828 738200719
1 681383048 267576863
1 540405091 672999852
1 205996248 435301172
1 732309037 689203902
1 822611266 920806854
1 894568934 280039669
1 708904439 110611295
1 496321064 841637700
1 21991133 30763625
1 710671176 93894065
1 967531314 345597892
1 953025518 566841700
1 263747823 196392331
1 85607819 582527599
1 103026691 697776155
1 102527591 899337043
1 926500872 296231307
1 936040773 365052467
1 140415765 30717949
1 760396192 303615647
1 400237393 664060325
1 46465267 50673539
2 509912416 638224182
1 822331223 863596516
1 516017623 962201753
1 31357831 690550680
1 410439161 533504763
1 49827695 728426113
1 567113464 736542640
1 893854241 5612653
1 64236672 27429019
1 360136951 5796789
1 192683230 21706934
1 184103112 844551704
1 558062899 302057044
1 297057115 532431108
1 611893822 947764518
1 119827490 393942122
1 825289453 42960598
1 82093428 59743022
1 244887787 250368457
1 424694246 748033541
1 252426854 50910931
1 164756130 742834505
1 905440780 467045396
1 63982422 256237985
1 686122146 460702010
1 834320709 507424900
1 296210061 535401481
1 244070447 191215537
1 15958881 371414248
1 739340740 552414216
1 546851380 848618147
1 381604729 244510361
1 444944309 640942509
1 63283868 46037720
1 846738027 544869698
1 935215564 528150333
1 617190359 565327281
1 564565833 75202785
1 309822453 685607243
2 906926451 21419198
1 461822832 850437166
1 654384253 765362462
1 121962207 912392389
1 956111853 544761448
2 9160947 935170801
2 502407643 852534475
1 337789422 427536533
2 95314011 67265862
1 128920672 544691637
1 631846926 144650867
1 210821298 73021583
1 719844736 300589332
1 869839483 116500583
1 11187004 188898939
1 635989819 847755392
1 629833529 665225840
1 308418415 355755625
1 68697349 397626204
1 127621423 390071586
1 374253923 899060376
1 571667413 172373613
1 692788616 834913656
1 290131679 100745194
1 114872353 657795374
1 481619934 513343773
1 289894353 406974406
1 421162183 366709169
1 108997617 705355184
1 936691560 565411341
1 399864730 50185647
1 313704344 356556223
1 980197975 633288266
1 953839359 5660436
1 804301761 637622909
1 563580476 694176862
1 323862419 432114635
2 977873538 428202675
1 603068771 446998935
1 455805418 647491477
1 559356161 208569939
1 964682095 57919462
1 447223460 291927720
1 259450958 993426274
1 950845572 81206208
1 112724244 61749410
1 208043911 490634861
1 863008861 485374989
2 15917917 37437369
1 144245293 407559144
1 36050104 96688052
2 381084708 887430580
2 647062799 120252963
1 962474175 102124952
2 644904418 558586917
1 176585644 845497132
1 341470034 803535232
1 548794123 140561396
1 275212259 960145022
1 360898898 926938136
1 640284404 219422911
1 817922451 779809510
1 254275544 116610478
1 752558474 719075335
1 466803966 816494071
1 282070551 263341728
1 224249400 918843893
1 717422986 754931444
1 45078956 373264679
1 574728801 85514201
1 834745893 856536378
1 344923822 869291679
1 825544747 831698140
1 585670609 93866193
1 877546760 10707724
1 710833186 521828841
1 147726892 147756490
1 46308560 918887706
1 857249762 328962211
1 326340772 929099144
1 789133894 114352586
1 495835072 263504744
1 717597763 397441189
1 971497563 434351778
1 638528102 766026255
1 520320342 470577410
1 420646073 75361565
1 533891078 713649358
2 438681180 603232109
1 761921542 170369333
1 494450682 618382131
1 894432584 135888866
1 21666711 227675434
1 313665049 843608805
1 882542517 222533390
1 951204907 825582259
1 906806847 11234770
1 709605718 12105566
1 807155601 209987908
1 51127524 892794224
1 363911421 18804669
1 525122717 372694027
1 73931214 754839241
1 353919061 935439684
1 253120931 38382610
1 336941229 849837242
1 202655241 117571345
2 439495027 42151687
1 448441330 78810918
1 793690971 188713011
1 130517615 28751718
1 147190707 726029783
1 679080870 229576863
1 648981183 150278146
1 159476533 262498675
1 214773810 930897710
1 941550379 623203688
1 464978714 997233343
1 431290811 947351852
1 441119299 778508849
1 101666597 460996414
1 680744394 271137320
1 764216139 80955466
1 9484840 83873158
1 92153287 70542278
1 84549725 186032339
1 848598957 963770572
1 683660325 241570825
1 308348865 541333844
1 45390324 311459361
1 257545328 30273922
1 585484470 260395314
1 695591869 704546593
1 45875157 870113004
1 106178863 575196940
1 810640173 793131043
1 223128866 620403200
1 470902592 775603127
1 30809794 862605987
1 529435826 996156639
1 174712348 780287387
1 4275144 985384857
1 201624825 772217387
1 110972114 92514402
1 47913329 558910034
1 689099147 103033936
1 404351396 295653464
1 835221206 255187381
1 414735268 516709692
1 142795005 654888845
1 324125795 563707773
1 637877810 366965424
1 732604200 355041149
1 250768696 99536836
1 143624307 915087099
1 63316447 593592973
1 558528095 323650206
1 799908354 812075458
1 182552019 190630348
1 706268834 118176069
1 870201499 905936201
1 475730145 514929234
1 53587422 641132039
1 989870645 200117206
1 388628116 967953663
1 145898750 279923532
2 841102898 679042132
1 520692132 276800999
1 352785974 71515651
1 181456629 107763441
1 750205265 616375896
1 360280134 471811245
1 570969640 122783262
1 127759780 360932616
1 258842682 714571199
1 280110310 529825946
1 80961503 362832370
1 201966245 68012386
1 762610008 796977738
1 145400790 500644400
1 355255685 777759135
1 700170363 700389028
1 559134055 770601691
1 90626132 25968310
1 127165532 524867559
1 672809892 59948320
1 892706237 392967317
1 790788100 792283995
1 608879007 669892694
1 562698465 902603514
1 29319707 441033895
1 95488774 709540309
1 813074727 701469406
1 555139360 558260952
1 95824942 503022100
1 211818206 293680094
1 118357643 105522288
1 780237016 908379330
1 853646241 687105458
1 357378238 91769054
1 437704368 11316932
1 437757280 107630338
1 283382130 477708442
1 799587041 499713739
1 3197378 637198027
1 480898394 478344297
1 21735667 825092435
1 121816881 824403376
1 324565812 162117482
1 310925157 891400548
1 930990620 593498298
1 828185111 465644370
1 362115284 895901168
1 72153706 506559834
1 579167110 665729566
1 624176780 874504443
1 329835447 889064822
1 433314538 600393189
1 208911437 38758814
1 427244230 301436620
1 558672398 808488502
1 627627515 95970541
1 481856165 188710896
1 3267010 221545895
1 308516940 218686722
1 828208093 497397775
2 323909834 81534893
1 34463764 204875436
1 495307497 779464885
1 110238240 643195966
1 832691320 685066319
1 714340555 488121155
1 467622840 694407507
1 468785338 550653501
1 191490028 87892321
1 71828762 133171898
1 105041127 194663655
1 311177073 623364044
1 500888351 87597595
1 77582401 404839878
1 223916548 974072692
1 851132859 601388546
1 333879561 139012116
2 566380022 501506250
1 17480533 737542139
1 652716108 646136858
1 606151595 74919444
1 513266398 26541187
1 70167220 331944337
1 880400632 524072772
2 854922061 9480797
1 759236080 132966086
1 826422006 543404624
1 660842802 147034577
1 698959860 682817930
1 465349650 143608823
1 475873666 779603034
1 550615540 481324435
1 508232382 112158733
1 31718028 94909296
1 335861159 231474997
1 556181694 896899314
1 201540006 701169523
1 362535891 729613498
1 559756987 502801580
1 520610091 838400137
1 595738824 806631232
1 531810196 307025358
1 63399050 188923016
1 711849943 223573142
1 567801070 408234800
1 363797806 256761011
1 313206478 371835527
1 970949353 810520896
1 940589229 649024814
1 345948514 911420947
1 243170102 91502651
1 998456031 613295359
1 2854186 725663868
1 283756792 686706804
1 524391942 182481906
1 625753492 811520685
1 12894720 411667849
1 966971499 881226844
1 118775710 251049907
1 338942804 130569915
1 754797416 487246461
1 940663266 745881026
1 811739094 82827114
1 417713649 182235278
1 144482611 308216898
1 67147259 115067338
1 582415485 426593369
1 418333125 63371597
1 504269580 81338576
1 426116640 677384313
1 547389739 159399625
1 221942747 12653990
1 837785891 410175236
1 632522443 760646851
1 727147711 989627347
1 973960943 241211567
1 302566255 137255336
1 276935831 656427146
1 11032693 742877609
2 178848022 214578532
1 35704773 735160876
1 506671843 653983524
1 799292378 196785061
1 732427216 320933286
1 557192840 356855891
1 262717861 65690173
1 434496461 137620227
1 872966467 339134565
1 209022215 546099591
1 657189555 876454364
1 964189040 213595018
1 485588530 848565110
1 427781471 740911519
1 899910517 68733398
1 310276869 733042367
1 224948546 931972480
1 659290778 477465904
1 988435320 491908626
1 358463790 802267273
1 574612227 66717208
1 246045358 378311431
1 13276380 945303019
2 832114899 941598229
1 777781065 433400166
1 464975481 149917734
1 287323757 507145443
1 109413988 113367993
1 97603032 884136163
1 948268946 80031035
1 9047944 390434449
1 796060500 358681268
1 684212316 574443905
1 451748585 976754528
1 676690526 64275970
1 985469984 45630355
1 80669990 196814182
1 376854524 864709865
1 59433504 319005873
1 16701455 966953584
1 452702471 828847354
1 403328837 82352105
1 57909615 476807214
1 644814884 201272626
1 388636506 315985815
1 714858574 604531900
2 281646781 583490279
1 509034531 561491447
1 146809029 546597156
1 104692901 784480214
1 411538862 836310294
1 896117688 747165805
1 785782006 761229439
1 758122383 535392008
1 428107996 933849900
1 959674414 645687128
1 702524404 255545400
1 780965992 68355658
1 437135262 390792047
1 44364816 255615581
1 607386957 362812108
1 732390262 54352477
1 913439713 613642566
1 808475239 707285882
1 387993242 35044580
1 773689906 185746135
1 926739934 812157625
1 323079826 956954544
1 460589072 589469316
1 317980818 364294390
1 937871008 268062476
1 380578309 173338597
1 701635792 353029045
1 874238996 44671576
2 951497588 656725954
1 177974197 560587286
1 420819297 839253686
1 483064247 18108600
1 408815045 154274562
1 708112804 690503732
1 314005817 921424218
1 547117805 676950759
1 118189556 782472795
1 581624175 804926659
1 735145107 110392158
1 933805726 662344606
1 991701326 903601715
1 47564845 144390387
1 905053267 603586768
1 891640436 659919086
1 988354902 287806947
1 781219584 242530530
1 16596907 564320417
1 979701860 92039471
1 246342247 718652491
1 235614786 17863234
1 621575836 464616644
1 781181205 390473255
1 626555259 401916772
1 750948171 424516578
1 503723685 496415899
1 66714512 77318028
1 137903562 403289999
1 271065437 776962950
1 118875478 780367036
1 836696773 432721833
1 12713597 515017235
1 34760646 692582494
1 96513627 547354082
1 903187567 459021573
1 214580587 623860974
1 657787766 986146984
1 127591345 239055709
1 747372932 465016821
1 179758681 842143885
1 159685161 621425824
1 132090574 341164798
1 978326588 245658015
1 3045518 232370654
1 146854923 170453967
1 716716144 405434763
1 224487327 977220757
1 99936978 308577292
1 989749330 308659648
1 831008023 665686120
1 73551331 812596601
1 177239776 102075421
1 526753568 219624442
1 777511 975704073
1 384479292 958145399
1 82356429 978012113
1 567817451 38055336
1 23230387 738574202
1 115642663 133536506
1 364954882 376384520
1 848886455 500782164
1 724291634 232181442
1 13047671 41853081
1 814372466 37732309
1 618616341 909486638
1 828476606 715328472
1 5821453 204396456
1 867684229 400368604
1 314533196 47664836
2 213989795 638859487
1 141951966 518317901
1 849791183 674160131
1 351225579 408739228
1 101238281 143213852
1 694802797 682020440
1 621042104 84117508
1 192417399 996336258
1 647818457 935695087
1 258573149 479497362
1 205016068 934263666
1 668580526 198459378
1 635426457 969264846
1 78263063 545781386
1 696110342 35609138
1 537310653 411409336
1 169412186 894777827
1 829561975 984277501
1 860331554 585032827
1 117518095 589151072
1 77785129 664605727
1 987900938 454990009
1 190276192 161787139
1 196657841 43979532
1 86665042 378426806
1 383302883 868097228
1 875099853 835214715
1 813662687 52916313
1 650795319 575690840
1 913510271 799510872
2 809169815 496122832
1 80060515 690786092
1 335180230 317498107
1 884607101 355236904
1 636710088 68414593
1 822703533 678559745
1 265122213 27950013
1 375649064 79380115
1 77272168 633204788
1 855447397 101384714
1 66759899 47158759
1 133745929 38407450
1 353015157 775910685
1 955018704 706580450
1 155782287 243310494
1 764391142 874747240
1 287632661 256444030
1 49517710 960959159
1 888936781 316746088
1 757759799 883893661
1 568807954 505570081
1 750046543 303240311
1 685314766 923451879
1 639554436 628731195
1 868473949 788290762
1 530795857 438898961
1 177408983 798453823
1 50935788 817770919
1 917841112 573511561
1 755142879 58013583
1 837690401 159779875
1 745802998 996423494
1 283790896 905387663
1 295212657 744880207
2 7666642 4233274
1 70657981 783208454
2 490759017 495089170
1 763293032 746165293
1 802265117 767485553
1 465190117 609821339
1 510521725 141462310
1 87032921 118918218
1 92667813 335267594
1 919866091 247595262
1 561296351 959593633
1 309777653 932653643
1 652590648 892035707
1 811414302 711993842
1 625779357 246233740
1 436635897 380877658
1 781628818 471054005
1 122076315 889743320
1 704283084 103414171
1 293497370 833339009
1 37104451 844250327
1 401715883 743237991
1 859230752 411206436
1 439892033 626685657
1 700065042 77742628
1 326907529 864649455
1 89631287 485477571
1 895061864 974779591
1 702743062 990068181
1 681123667 203127690
1 114312161 394109509
1 522301334 552855249
1 632013833 595351747
1 237761123 731610841
1 39825836 923884944
1 69864102 679891052
1 647630957 286371303
1 991711002 859204825
1 828074995 762408405
1 856041804 501648575
1 265938971 722816190
1 861160936 285049150
1 509873452 776334812
1 369768844 34770337
1 91576630 175624089
1 454662173 760325585
1 545241050 346584179
2 975476083 936365783
1 123354466 335264216
1 893767073 42568793
1 346768750 19246939
1 152297239 6672296
1 738753659 629783506
1 141290295 342053061
1 153629948 783192342
1 767395122 970515219
1 879838720 24457445
1 85049667 146106592
1 496387650 960748602
1 455020400 338595833
1 34338955 47672798
1 173991088 188467380
1 649265066 833553855
1 826586885 374063752
1 208204102 828459929
2 651566943 659473526
1 197957355 617096282
1 12136658 117348188
1 812738653 702546051
1 632994472 897082244
1 339878298 28053466
1 862704804 463034862
1 246949731 191217844
1 543882472 342305272
1 56113426 146008327
1 132218623 345800694
1 917258680 729016594
1 939719260 266862782
1 483566502 224078866
1 173460612 10175483
1 746850975 75398688
1 699911404 288527340
1 262919204 509199749
1 824677489 288078463
1 99958110 102216325
1 649878002 397750972
1 190426927 754728059
1 139122118 408724221
1 127895716 498125321
1 183848052 852725578
1 216311594 652124565
1 876738451 103338821
1 26499956 294119072
1 389984444 348459664
1 987135725 478957000
1 157177396 68587340
1 303631755 717761013
1 140484925 45606422
1 39019946 825720087
1 866942392 817216027
1 345883887 825234958
1 158352635 700497812
1 695669184 3979798
1 241611412 18908654
1 740013480 121737161
1 384616478 323368276
1 676559615 804517018
1 153020799 282643334
1 281183817 392388919
1 375064405 635929468
1 672775211 624548400
1 574494159 436853401
1 236995539 749342435
2 298971117 488808017
1 822115158 379675708
1 808204098 445186389
1 136729074 198044428
1 28343650 777839563
1 697442486 743095454
1 163008806 292847448
1 231132817 644316474
1 834302965 2180070
1 872884391 900145458
1 493797332 20441847
1 730017778 834719535
1 759763048 399782674
1 451528210 420395550
1 701300650 15264745
1 704821675 211073451
1 50361118 310753308
1 701863798 890158593
1 901627333 5972499
1 969188392 485841849
1 439903787 824235135
1 526754077 21157783
1 567291239 783944840
1 908416934 302163215
1 220104692 332718310
1 536091944 48898574
1 574054456 636699668
1 393793794 95179351
1 275121120 221350427
1 536077072 946428517
1 943393786 540574079
1 765994889 704614236
1 209652258 752319126
1 50860267 695973119
1 768510487 34596882
1 719256959 366260950
1 528742265 283916569
2 81164902 279370647
1 261287608 4253188
1 490505755 887987099
1 97266042 515312527
1 8687933 136685582
1 888357853 324121427
1 590325382 17224712
1 419592552 548703294
1 373593807 541908999
1 221915134 696045946
1 700131150 41336137
1 374798469 668331832
1 990610338 540214153
1 737859719 283214386
1 942967843 824201019
1 52836118 105889015
1 72160217 54463720
1 871910505 918934054
1 119741819 308574694
1 558459702 174169055
1 553375331 974996607
1 590639948 216189602
1 450537068 149162554
1 916858682 448701149
1 760772333 975945071
1 122927894 755803200
1 735928357 389573026
1 651646260 52092120
1 525034826 250015059
1 854015422 449479584
1 633229566 907844877
1 517223708 112540947
1 138702742 950206377
1 543909922 803657422
1 842294849 30304697
1 54916553 150495217
1 243679421 268713918
1 895509584 264180112
2 604299503 804558836
1 850372145 493948808
1 725373705 884174494
1 587043027 892280471
1 199761726 671367199
1 141385783 946919877
1 671185875 36887081
1 713244382 244610720
1 139387489 928352393
1 150625281 468856532
2 377432371 986649806
1 636278607 613469436
1 821156164 87227657
1 143217342 872182354
1 816398071 722337192
2 443950480 910506260
1 447560491 306935374
1 427038926 352881008
1 579930003 602770335
1 647939407 821018090
1 254403169 907098784
1 448940967 33759036
1 454446209 425585931
1 368844079 524630511
1 327545564 57706887
1 901457535 299661160
1 384003238 754061831
1 800852544 648691259
1 159280444 54776724
1 865481381 238829336
1 598387774 230377295
1 74194226 880314631
1 927299686 836996323
1 24445112 679620807
1 565201344 811796505
1 789324257 959278458
1 550211404 131461624
1 837163903 48346224
1 409536419 186484076
1 51815247 127979294
2 867691259 873026883
1 692582856 878694052
1 117330564 584801202
1 319725266 411439446
1 771364620 759369979
1 901905762 390561408
1 901740555 554389584
1 701099767 933991458
1 138018052 180039782
1 815104884 462579753
1 487343762 76956854
1 75422912 410508832
1 970704651 992781676
1 653788989 350695002
1 881073830 101093323
1 837078731 616860420
1 515105195 866431308
1 787373013 376975255
1 795797982 448529958
1 269736756 920657853
1 331990238 390393738
1 28575310 814855398
1 523509530 177147529
1 607423567 978116378
1 111435831 296271433
1 119193281 265188272
2 897419026 936895679
1 30182540 264787666
1 121113150 881698341
2 562950170 483537086
1 669951908 417935113
1 62039081 954244150
1 110379406 306762790
1 52383221 83983724
1 248372253 477224981
1 960793923 133922068
1 613715732 149329761
1 307933271 791875005
1 382031803 625387069
1 695648124 650024378
1 138348743 650017547
1 137721477 490471051
1 422612080 112807931
1 872419248 524937998
1 363401101 238812439
1 15321891 964468044
1 828267649 705376889
2 688711756 34604340
1 45653458 438985205
1 78255688 983356252
1 740525366 342091997
1 653615889 736370596
1 277046895 375596147
1 191084125 855815188
1 68750037 135669773
1 843196930 159194535
1 346917620 226337735
1 75664660 385621596
1 713858687 624795198
1 831917136 912762782
1 260249223 377480600
1 410073339 827585350
1 942075488 65797485
1 379292580 831906342
1 670269682 670816859
1 54057453 158029890
1 410401016 39885395
1 983950591 278995968
1 141562768 626539478
1 258758823 305152986
1 768930758 655640638
1 728629069 117007489
1 950072743 331676156
1 178743652 962420658
1 631608458 224665063
1 295429436 93317566
1 793946556 543867881
1 541202367 394937124
1 910722755 46886047
1 969578661 395620569
1 574893907 505945674
1 46664165 453090000
1 922960968 930606895
1 286513971 574952601
1 215189342 117788024
1 622513468 43528492
1 200201781 477436996
1 926763122 408899763
1 853162797 358818160
1 240519731 850895263
1 796408127 758797316
1 279065244 938249438
1 720325077 931229578
1 186359373 110824685
1 171217531 24956537
1 453187344 388173277
1 585972235 75348503
1 911647022 903161056
1 688893979 949742654
1 334033954 586411620
1 936841691 148200833
1 661711594 361931123
2 815168134 732643925
1 147172922 427117288
1 732780951 30727912
1 242830081 819220645
1 691539032 307991838
1 600940271 387542856
1 190966234 228926220
1 653438088 895552836
1 456940931 404705645
1 842572610 610687952
1 970147374 571066794
2 231789509 150942105
1 351569415 892623586
1 622829474 59674040
1 803874147 893165352
1 821479530 227072725
1 294866021 568441318
1 722437435 926408485
1 72931984 702176298
1 576906467 178324664
1 876757479 423142417
1 292212434 712256127
1 153194658 702702831
1 239833447 53938310
1 133697715 228074752
1 879139392 8269984
1 173611875 257485430
1 21409309 634960823
1 461675653 524283360
1 148189409 331345121
1 705168741 956265841
1 600242402 188855386
1 617836621 689634480
2 579023566 400669205
1 313418982 2928030
1 881516336 948357077
1 598070749 551610483
1 133674997 993736973
