89999 79999
1 227538391 362340808
1 941301516 90035610
1 600980223 59016120
1 70347094 207603008
1 347233076 26218011
1 993824694 83825692
1 247498146 25515583
1 753774006 673685189
1 429946888 627853039
1 62330911 771085088
1 190836007 187684678
1 193246317 688554133
1 749816392 523038326
1 415858650 70038143
1 893084293 304503568
1 60700521 724881278
1 252711226 742405263
1 738802789 308027769
1 903949204 374952750
1 151832529 431720845
1 407517134 815120855
1 721697377 580176983
1 161910308 364765807
1 951414854 266215616
1 639543173 646455376
1 627707054 432782514
1 678827812 271398351
1 709918113 967561037
1 504287027 227086658
1 525021870 825242145
1 935920783 850369253
1 691664731 273131284
1 243157885 93192954
1 85228981 71891118
1 393414876 814650397
1 711530636 506452756
1 1622683 148124348
1 227780649 493508789
1 454788687 532141314
1 216172273 458040165
1 396921355 973005903
1 710525379 790967533
1 990809888 746567356
1 828148562 644343905
1 451823425 294128183
1 336568977 35848819
1 77974417 343980427
1 450170159 217952510
1 491381977 582264724
1 111491782 236639890
1 847283485 122447716
1 866139301 204567472
1 702780784 269556766
1 979617598 468826615
1 61042630 32256300
1 71269330 320732862
1 541825961 138263247
1 793231540 56990782
1 185401555 838141666
1 924721734 252008577
1 50531287 461773553
1 684982560 635032931
1 304538750 929240449
1 675647050 853927661
1 944275268 323256524
1 672107784 351542468
1 458377186 714501891
1 93962317 617159852
1 12906538 24335819
1 726388818 765309509
1 126256101 272446271
1 879464066 815593539
1 309059821 752953101
1 340554418 447162649
1 3312870 430788424
1 275190208 235028796
1 95496155 272066285
1 767141906 9681201
1 112618109 839464956
1 150923183 180728152
1 100474105 539114771
1 451303435 937569419
1 301232202 983641613
1 521328627 236954229
1 373295576 179012945
1 99080467 384055953
1 247335407 230823435
1 196511727 90230250
1 707115089 101776903
1 820739335 671517242
1 837914298 420828038
1 659595979 519033239
1 495732363 684758228
1 862126382 478914543
1 801699098 637317386
1 950885885 113251868
1 86915160 287192738
1 439814967 124415973
1 88618347 202390658
1 368647713 164769374
1 328265137 266668416
2 306275053 839492490
1 638659715 830562299
1 558134882 157370256
1 153048563 394767813
1 44694489 146957329
1 324815111 264139903
1 290574281 97106067
1 883965148 510372490
1 995831614 601875427
1 177830273 289140265
1 978324095 203758164
1 448120830 341639781
1 288741442 711857121
1 673168476 998723736
1 428464847 696015138
1 646434085 290875000
1 578338226 619578060
1 276537171 398599467
1 831916323 899098691
1 600699132 629686977
1 380398369 296570664
1 366597233 269111788
1 766163469 597476071
1 820656719 282990130
1 646147305 765930834
1 664322657 296394024
1 28599082 421412824
1 640946806 407973668
1 112830258 110085905
1 965162313 539008800
1 41247189 397266120
1 565553498 287997842
1 579501269 839488938
1 161438416 23611551
1 722275646 709209478
1 449802824 693625528
1 616530823 217923964
1 754018508 488063009
1 456763225 358463128
1 121715310 703256735
1 899118770 794227098
1 927263441 20805186
1 626020282 492921
1 892438954 988687808
1 227505227 952437107
1 166990717 644832568
1 540600129 656036224
1 818391985 874311438
1 509232238 736869349
1 990249957 132763049
1 745051222 891721075
1 817085676 394012545
1 438727619 29227313
1 226319025 550314338
1 726557052 445334700
1 212397837 445603723
1 547493175 897848477
1 922978643 20649198
1 253795580 639790118
1 142276710 533839368
1 482763929 413114915
1 668336365 389812745
1 881504087 96993203
1 447132538 704263891
1 362376865 997325741
1 63102275 850497954
1 788026217 617956648
1 695333966 664938166
1 304840069 344036519
1 610042337 687605759
1 710533575 574212636
1 135929344 789367847
1 651156167 198012235
1 203344802 762583415
1 775815354 400928672
1 542015638 824175870
1 106186940 710947079
1 862582153 903628221
1 368484914 576090228
1 777415574 733043870
1 583485687 233609207
1 120611321 682887857
1 557501367 454323308
1 77752791 121100961
1 492754709 824429909
1 829866663 455696354
1 9457516 831660112
1 330103931 899486694
1 721844940 912784677
1 995475554 60025948
1 540710420 362213414
1 672903189 835012421
1 998040987 873080370
1 591322310 592724432
1 640021548 889547991
1 393713534 746249531
1 526034455 663889064
1 109515083 226514502
1 235728246 570280385
1 997148125 106155687
1 572944915 168513257
1 211700926 824543850
1 857311736 370559229
1 77743158 752177708
1 309415032 280533437
1 32263668 528062541
1 383838543 926495191
1 320877743 660788984
2 826201529 339836401
1 112555633 582409402
1 144317030 820264325
1 314420604 657319808
1 696892085 82440435
1 324195775 385356564
1 468530950 924626748
1 930064437 59526146
1 248820115 561990674
1 769257520 59583700
1 538056788 66798399
2 408673440 714781552
1 71134364 199842947
1 481878150 765234213
1 695430932 147162081
1 359970191 350545116
1 743449985 104039649
1 970270950 500524979
1 699155579 470278447
1 567197561 2477272
2 48694707 220671042
1 657702198 695489255
1 908825313 723338127
1 962860628 509294651
1 104908939 120463586
1 404957003 529650656
1 979943983 659412016
1 435579242 8567671
1 58448195 731765264
1 879880652 581724922
1 176039155 250591097
1 348082047 262488079
1 6686488 503632750
1 246158428 131195274
1 644165398 22779659
1 220507513 660479916
1 873575899 991923601
1 343703721 690406995
1 87767732 938489882
1 893755481 847742049
1 396386607 575430855
1 924211948 273969863
1 18790368 715576023
1 981120202 307793348
1 739305784 171930146
1 257637137 780329207
1 959129824 875676164
1 901422265 499856848
1 373951744 469810286
1 22579896 543190200
1 271762025 599615584
1 407746187 162825910
1 422978034 820945868
1 421616391 203627015
1 342084126 594182663
1 524064056 114152845
1 899913005 903527792
1 613232799 829630840
1 436574325 346037054
1 500527090 458334909
1 648165585 681929511
1 481027550 147080473
1 209316697 407512693
1 595894811 487842516
1 417346573 455239887
1 48036218 476821810
1 792394212 223426037
1 854866375 866544773
1 955516487 275863321
1 466722296 591350028
1 813948658 357242194
1 372240814 631497187
1 422219842 962914806
1 613932793 502506694
1 120033313 912747058
1 308168779 809595736
1 174125924 307172385
1 218100793 12926169
1 73947896 35213615
1 371066412 220675596
1 707281591 752692370
1 385564911 24274756
1 143806163 469552175
1 110921037 27041841
1 205354045 379213586
1 722152262 782978237
1 293605602 504910586
1 487153727 30522256
1 93156734 169649675
1 18698154 727261816
1 455182914 715463562
1 257732484 28321167
1 735122706 526877129
1 676560241 22059622
1 900854447 693957957
1 871095439 898000252
1 92883263 15873519
1 858949910 779040814
1 481716515 989096993
1 542487647 167296545
1 59340106 689727912
1 232466504 791778835
1 405470023 562043208
2 211987716 995151017
1 384273172 788853853
1 289911684 52761592
1 852389215 242127368
1 935543626 953942495
1 42771624 41619979
1 264980735 797612914
1 385452764 139420127
1 275348918 109489188
1 935835785 214786445
1 89335471 370191844
2 748183404 201717843
1 86751278 34816680
1 781728925 213090129
1 523560733 244737772
1 745461937 559178561
1 195460872 608379441
1 352363731 564812138
1 56774593 520823861
1 785181907 58278712
1 33240561 328360507
1 727325585 477166949
1 407268670 934153701
1 321330932 480580497
1 288755488 593423174
1 590978889 263298626
1 60861845 702812943
1 1308187 511862439
1 128046620 300928046
1 204920831 333615407
1 561783639 205003392
1 601005884 135795478
1 752269330 947377999
1 432640033 794384467
1 555783258 288331334
1 990134311 129562952
1 589581884 613177130
1 902318309 881787896
1 276512705 987399405
1 605412394 181565050
1 481615359 643473170
1 97947391 22305513
1 278638419 561557673
1 782563803 359982793
1 82300641 40383197
1 191200565 665338621
1 537019803 611039258
1 644698 890999629
1 934244981 602452450
1 884626700 684637297
1 870162392 248664852
1 641094184 737472067
1 403842579 126879311
1 464718439 124780134
1 783630972 761517931
1 590773371 311146316
1 727354642 172549370
1 328139280 91852042
1 254730564 114659255
1 170028648 518236426
1 761123807 795222717
2 898819158 53615508
2 21468801 841864289
1 56087959 717984458
1 130628753 542143015
1 415610328 545962652
1 709447319 644860867
1 533500963 806458916
1 83699250 131505965
1 640103344 116809716
1 452281807 201198447
1 495121197 795804432
1 674626530 527412128
2 625646144 947785074
1 885264446 872837506
1 35036236 29456330
1 677931358 237081502
1 821927126 514389178
1 851276228 656486260
1 567546654 427232382
1 184157424 402868419
1 913752755 579972166
1 93216866 180288199
1 145902698 907804059
1 282210769 472502007
1 79785664 927859120
1 758630088 685476777
1 150509420 23569421
1 701854114 727399605
1 296165500 933948401
1 108561984 387648785
1 929411068 608750176
1 466308627 874244664
1 163274277 459651251
1 876426823 308257966
1 361459261 962045911
1 790883026 594726699
1 458813217 452940320
1 833216431 920672308
1 145301586 980806419
1 204109266 933049403
1 500923009 670094601
1 729548446 182086130
1 700268088 988348034
1 968886872 860646150
1 189188837 420985899
1 294395577 104139951
1 743494113 491193876
1 144281039 8342166
1 752254092 898294355
1 198708551 150524150
1 924781903 115785313
1 86246416 578009143
1 729958303 982606857
1 561767553 82129637
1 168177244 466460456
1 371152672 315942347
1 84781424 932713785
1 843331753 484702471
1 24791849 650735781
1 948161418 420291586
1 590833503 967279771
1 273389852 41216562
1 859735793 309495935
1 873394709 887125496
1 486950993 918139212
1 330690141 221521351
1 153254483 708181606
1 429671684 651971774
1 487269415 181911894
1 680452434 13637963
1 354986122 335159666
1 609044831 309413015
1 629885458 183491474
1 359548912 712559904
1 485343305 815014407
1 169864283 696216096
1 32244993 568696885
1 116637419 465510000
1 628920715 148925049
1 476908028 777234570
1 750268842 891935957
1 198222356 776000795
1 368591039 566754525
1 678896397 424106446
1 120136337 82744935
1 34966501 418946676
1 545757095 636839328
1 305026580 331243249
1 974919577 173104029
1 200425734 300952842
1 676985685 730045989
1 365478063 579552999
1 596363922 575235083
1 338605781 908675295
1 954855169 105531352
1 335386728 493142699
1 858456398 74519218
1 850856439 250564900
1 572631556 137318063
1 214308457 345139358
1 923369357 144928455
1 494732127 699155883
1 895720421 512750277
1 657937034 554432035
1 201763054 947948543
1 330918269 553679931
1 994286868 409133169
1 535647861 382151603
1 275573875 240869124
1 724304899 100621228
1 656502801 864576699
1 431469669 451429542
1 981749137 140885658
1 99338817 431177109
1 463480440 792567411
1 423689431 39977012
1 45924580 907786787
1 145108861 450687482
1 437223384 517353432
1 286809246 449693654
1 572697934 105449462
1 291055119 943120814
1 79856675 559814506
1 70578144 795893064
1 509055525 121359027
1 110518564 498107649
1 180726999 729773913
1 81837139 840239671
1 97335494 121065800
1 492391995 23263005
1 479454537 833759815
1 949390048 388018104
2 650325239 472012290
1 602359930 418410130
1 386677813 608487269
1 25500338 27913591
1 656282763 668386749
1 261993743 780340829
1 691424603 532267282
1 254307515 653947075
2 735581778 652565645
1 205852078 952698207
2 968684885 406312866
1 784380533 474487776
1 194022640 851312912
1 300009653 763613393
1 528403505 825806768
1 802905031 430596847
1 794869771 673451788
1 319801586 546666039
1 337980784 141768951
1 826959785 198943111
1 690628847 42898072
1 395118193 525011805
1 550306132 576071473
1 796277728 69170039
1 477104361 136541076
1 889188035 244604772
1 456302038 197227807
1 366386984 823402717
1 619376613 9497682
1 485188294 564249599
1 457689983 109120727
1 150655170 178222377
1 575949754 278718449
1 943432789 403118922
1 77400705 291537431
1 792463683 36520065
1 537836453 451573926
1 186124093 96935950
1 976152770 572025957
1 617238694 584715048
1 539257888 926333276
1 447649714 13527757
2 810641740 819467612
1 295155209 133856740
1 705074895 171974697
1 865731080 140553135
1 369351723 112163562
1 837685276 866622578
1 139690723 582355290
1 632242488 143389038
1 98059807 971219000
1 134470647 895367485
1 185861039 118238313
1 970945783 105024975
1 424393912 995287297
1 319350770 559736115
1 404701649 532883272
1 172957203 346336430
1 212100018 89632153
1 941590720 508236297
1 776215087 31295331
1 944075601 114936902
1 857804983 863605548
1 621893955 161770314
1 931904227 916105618
1 497329500 403530954
1 600496567 520144316
1 115370944 447679723
1 509963591 143817338
1 460985468 454740878
1 580682599 366749425
1 666674013 367950092
1 841643445 26597326
1 928921383 175570391
1 923223779 845682656
1 396091286 54421749
1 667896977 240448148
1 490798017 150562170
1 68030236 361349757
1 679011384 209209308
1 667410793 659088248
1 22719446 386618334
1 95121926 779355492
2 585004713 787054003
1 818942637 539185014
1 611320662 904598986
1 664280511 588046202
1 582844786 992382913
1 95771610 961176245
1 915301110 40392309
1 272776700 827894202
1 624483778 946273957
1 604004692 351659075
1 945559643 434910679
2 929876599 990478752
1 824740964 561924210
1 783833705 21367815
1 878073538 274330982
1 270070688 90602036
1 894872587 295589768
1 909755468 176584036
1 109890933 893953089
1 66166197 806227480
1 294084471 110810928
1 412065272 739243507
1 739412858 617017795
1 145923670 698753972
1 163849048 736914282
1 514812340 32363195
1 495450718 246118007
1 872201661 369942005
1 169539854 893010256
1 14106590 866256960
1 35137012 782736337
1 5589231 241903527
1 901834485 985587447
1 718094479 948790991
1 786629163 967011609
1 336348145 826314111
1 14528729 164191123
1 326766588 850359137
1 17849193 491159818
1 488952674 555158496
1 666217628 932916916
1 400125015 922806926
1 155479384 801892136
1 90205682 110926239
1 883545015 39131747
1 573870290 481883931
1 221145921 298279868
1 181152254 641605179
1 536927813 419468397
2 294934438 570842190
1 110382917 927298658
1 212496348 953794453
1 483570033 76402961
1 683328845 758332337
1 615078287 781976598
1 480615682 21771007
1 536002537 48223841
1 432887458 657889148
1 797386751 381166777
1 940049039 159986072
1 403210634 450219353
1 34431935 24430502
1 729013664 138444713
1 12112684 359912101
1 484984622 81596520
1 634191305 684901652
1 165754656 345191811
1 960440854 642342326
1 9922002 841320304
1 950121779 801319139
1 302465302 440538265
1 84193069 427144466
1 898507412 109067780
1 157247722 103072775
1 806631267 780419536
2 265203091 32761490
1 466448360 282274970
1 741192919 824237033
1 793864929 171962892
1 980073262 891741944
1 950446042 956240086
1 124800443 15479538
1 715464958 58609553
1 233744824 801666605
1 107248201 781734374
1 12415456 153633811
1 774060906 978692194
1 13059424 239385752
1 18411428 996203806
1 388788779 727754479
1 335967977 672260054
1 510393410 925334330
1 438741477 616643788
1 190932256 657857974
1 744410772 865096160
1 896674595 517167166
1 556361323 620956623
1 551062907 410287016
1 263793822 969497524
1 129713320 395867535
1 43518482 709160503
1 6689859 767310569
1 139874936 530939534
1 178863166 823608809
1 374206998 464896970
1 625832901 146147748
1 718754283 300698584
1 675699358 378563148
1 651976743 311552607
1 57683127 403664201
1 326671937 407043427
1 448739463 1586377
1 120430677 941771443
1 485595267 754772447
1 800907061 417474831
1 879439314 399586675
1 861102766 661891029
1 32516614 484358669
1 122203432 317188601
1 146979607 118534308
1 489066912 120651493
1 743162275 356443551
1 944038351 843381221
1 798483529 487361800
1 424068229 963984057
2 731348847 376654679
1 793354090 176226407
1 694788486 86990394
1 35353078 473695374
1 917222163 908253953
1 414622209 118515795
1 762356948 838765612
1 108521221 495523622
1 759643635 540292030
1 240346224 875225339
1 470111776 576281919
1 87696175 174304892
1 53452795 171434628
1 671314615 698631545
1 335743849 407329474
1 426588144 366522522
1 129662175 122230676
1 948734544 108380611
1 129683488 480438267
1 265605458 559914140
1 436343075 754385598
1 78720738 795474170
1 125981430 536975224
1 849990089 722205979
1 131919852 973828860
1 589228922 123395737
1 975906983 736051142
1 691699789 69372512
1 996261070 22786409
1 110443374 234389319
1 257658787 937179335
1 67059667 228865750
1 460059296 68437250
1 670599230 560057732
2 951172947 495451961
1 174234504 339097867
1 143345646 526598966
1 485585573 798866811
1 729983008 250340145
1 54582469 977996370
1 998605381 975937162
1 409176433 578650315
1 474489445 930299382
1 348752901 7134444
1 271780217 112389950
1 928831875 818693082
2 374503599 7419036
1 257554663 187167267
1 674269987 184466290
1 661241521 51348800
1 543980735 639306444
1 573244835 707279981
1 948858965 259062133
1 75480144 17901987
1 968198738 825574825
1 224812547 793720934
1 439062218 564886834
2 493694958 447325676
1 1474514 159836681
1 344434472 87237170
1 828218682 29872167
1 130042518 633731027
1 529960568 78077198
1 995733955 753499192
1 178977609 599568663
1 963104306 102802081
1 369207871 989410292
1 114394745 427593728
1 747704185 737418698
1 317480638 193198649
1 65252067 913303608
1 72653800 114683682
1 327978160 885896918
1 557774859 755936058
1 100897863 425785958
1 603239585 377407608
1 114676825 519039925
1 487121464 635761662
1 37681748 395419927
1 564395673 155785890
1 154660817 722117027
1 407171515 94248194
1 94329200 133890070
1 36815617 870741739
1 149248201 946593089
1 426634794 3085425
1 104494522 183765164
1 759119239 316703046
1 363018008 242619329
1 927235898 557889985
1 404721007 858233178
1 189765668 378366281
1 526207408 423226488
1 554666104 46698301
1 480142572 660145825
1 751513302 125717285
1 903951562 60078587
1 963676375 187168951
1 768703316 127990238
1 47848282 465665105
1 991050766 500036608
1 181325833 56958716
1 420090167 322184011
1 390914055 940046212
1 28305235 925177236
1 874056679 482458473
1 186518501 283300265
1 512116555 28482709
1 164334397 97218915
1 403608232 690197998
1 388539320 830064360
1 158997794 806266890
1 780974349 415833179
1 293217499 424514406
1 322252 121122070
1 700698131 980651216
1 76692224 476020568
1 342979708 406822386
1 71745426 525522324
1 255156208 33028444
1 623289148 988458948
1 482281211 890008077
1 45739319 89072454
1 868260103 489148334
1 153418300 520991700
1 4540352 147768419
1 291711738 94014465
1 674099047 251939935
1 706891028 630950970
1 351653629 367546059
1 377820526 713414881
1 20398664 35940906
2 599365805 842780205
1 428874941 146014055
1 95258704 576194622
1 253119076 7205625
1 93128908 287935249
1 986590010 690038161
1 235843082 352845390
1 337397316 279861932
1 425756139 60894947
1 676415025 521876535
1 209851420 804667566
1 765629357 3568853
1 371502528 108026267
1 785354855 24553523
1 536245139 830668361
1 63598540 601289221
1 661067855 634533054
1 224182732 945838464
1 371073847 138614219
1 966276166 725161926
1 7563573 5393394
1 866889989 290983875
1 957764414 756571833
1 347346686 788177634
1 682425156 602416843
1 146907294 612179855
1 463148811 661329749
1 202379421 569810477
1 729545750 136774458
1 459860219 870033758
1 294649290 73327048
1 513949733 566912875
1 697692184 644802446
1 458806329 337173704
1 524412595 529596877
1 735399726 887784975
1 217759955 579429197
1 59331455 189825486
1 206116086 94913369
1 646352027 59209841
2 734696580 807428388
1 518665044 567271335
1 466561863 835414822
1 23757996 16164077
1 477360512 146703639
1 15643855 726244629
1 628526821 178220954
1 193112416 792585095
1 669029825 159893083
1 24804313 67239651
1 238853178 758426403
1 116686390 288565597
1 88255657 194605700
1 725962359 394769106
1 372934973 560809265
1 926555479 214011156
1 518334570 455445758
1 652862337 956324014
1 488035635 967848130
1 905950040 643265050
1 861445783 777505385
1 314906179 21422823
1 84900838 999242658
1 110849499 179207744
1 874139690 730140703
1 227453876 296402272
1 557248675 502296158
1 323129867 650509984
1 988715348 110393350
1 181922791 707118656
1 232303380 197637414
1 626840250 896793215
1 141873887 767570639
1 209802143 123952674
1 844094534 212839434
1 119203314 640834325
1 453242862 321264303
1 81217046 801249786
1 289832986 523062884
1 70843782 403977145
1 244149885 733351425
1 115199661 70915058
1 347241300 371460201
1 785811922 116544004
1 89865816 486744249
1 103149651 616881228
1 597344548 83768511
1 402277811 597627299
1 402869884 18201397
1 79101216 954738397
1 140465981 165688123
1 474621524 209688910
1 208427049 280562864
1 522218454 952869667
1 828703987 596458714
1 217848530 68109222
1 504021014 51173461
1 871683568 45266120
1 957325409 820665739
1 242530279 282437147
1 301045024 985224614
1 180610784 924032055
1 785097455 786377595
1 363241576 498137989
1 565099318 451550592
1 535976570 611796472
1 855079654 156157632
1 413303569 76464716
1 317771931 793992806
1 79810815 143550555
1 670219189 615159586
1 946336121 807295965
1 316413810 590373276
1 101020323 336487531
1 521838608 11248886
1 560535287 698787798
1 709429055 544919241
1 455549272 430391527
2 375046784 339773321
1 553115036 895185836
1 121064020 494443940
1 490468946 269338236
1 80886643 690617506
1 720171705 708011443
1 412899734 86165881
1 166756890 9869473
1 700216365 119039573
1 595053147 226897550
1 851353103 801040738
1 909305240 992515206
1 83462473 446962220
1 723053393 541396356
2 380126531 22756692
1 999597800 268632697
1 996042267 640331682
2 582911971 181098983
1 414755494 856648074
1 870594402 67005981
1 759724351 542380773
1 454838628 578521123
1 121734108 580721212
1 927291351 489888556
1 506926129 839822454
1 68990010 21412337
1 576872684 403512361
1 975745308 166263064
1 785915975 510857706
1 509964270 155229291
1 581274124 364070443
1 26556531 244975097
1 186922463 630238658
1 162430089 510790486
1 574133264 606720655
1 263365888 426683149
1 411800922 591280351
1 166201676 268322363
1 297142477 174131664
1 153363082 592942774
1 120496866 699704897
1 390470319 717604779
1 838862156 526113337
1 420775665 105930662
1 255953407 399166508
1 209358579 904402045
1 577589901 720360245
1 937882498 461174906
1 176893825 937149327
1 360295220 370856578
1 122709431 231579206
1 153608142 209677478
1 766785569 108671114
1 244340924 649176604
1 298051058 57761933
1 944962545 136902828
1 13605435 826258041
1 626661088 33101128
1 655691333 465640974
1 1359889 819291462
1 623628496 249429843
1 814875404 900676687
1 823046934 7649411
1 603535161 843164724
1 101247206 293216327
1 216988954 506117272
1 73598466 811815968
1 739512060 136822162
1 199253590 721060035
1 570157505 565153621
1 574325750 901370632
1 802416079 9736593
1 948347994 54085702
1 620097451 32698644
1 966812291 352901635
1 381203979 744534630
1 222684648 389860793
1 848171835 227582059
1 421478611 35442202
1 842548062 991088294
1 101670592 528140379
1 914655736 931009726
1 210056654 106551757
1 556669267 147099068
1 91571290 440379778
1 180957332 513034772
1 320863255 417289168
1 375427614 504953612
2 509775181 479199184
1 903822380 36400360
1 808213406 601625945
1 511119207 445924049
1 183190840 544381729
1 463249789 3961926
1 578015381 635973086
1 417019607 609394688
1 92813913 643286647
1 785804473 784327239
1 426268021 281182555
1 749781438 142587870
1 76977259 971636519
1 263548285 137724459
1 139767029 303303741
1 794255432 292695872
1 291744279 433909630
1 273559123 93175681
1 587993316 831402165
1 114640002 47639411
1 80993866 906757311
1 461175006 699843819
1 140883102 733789829
1 147343544 354299017
1 80483510 919138607
1 84344334 28993096
1 852051579 802908635
1 154865857 80278435
2 665362706 596628391
1 83155710 733647420
1 100731471 776719261
1 288779338 994270124
1 992417352 845927393
1 440094411 733085409
1 472206690 425763165
1 300862834 425146000
1 333760856 84399406
1 706529241 199869224
1 687959255 272221915
1 559853203 119903892
1 63929665 724056155
1 258010580 614334767
1 924765291 191092498
1 419140218 536260344
1 421246967 437168788
1 899256107 954966410
1 999838911 233039402
2 50734009 928459982
1 884170434 813130645
1 412813087 422868330
1 726565062 579958770
1 68450923 989385225
1 253465057 527140998
1 128134899 784633199
1 381525710 709416606
1 483768017 315974177
1 757927105 755343378
1 802887827 495954288
1 444110566 660609437
1 671407689 469947685
1 367365016 288338787
1 596707401 112657117
1 123358584 404475442
1 145141870 443943254
1 794020899 438845613
1 888023494 147000655
1 645596196 447881528
1 474178421 997886308
1 659296913 580576849
1 212445683 102267798
1 34079589 983475730
2 465329136 798830025
1 576288291 319037445
1 133124056 324006174
1 322540905 489243885
1 371460003 186287170
1 954376600 652156757
1 726709214 62259209
1 689144819 870643240
1 417827482 154964284
1 340482343 590303193
1 39886349 147948357
1 680109104 331236525
1 826925732 419592918
1 760760954 139203287
1 633313467 963463915
1 26543935 240295547
1 617124435 457342613
1 584061392 965043485
1 28371570 892585934
1 43810553 530051928
1 451273946 796452865
1 785021293 860827930
1 58468640 282405801
1 214413615 965046217
2 804122565 566337962
1 13217281 952026126
1 865191104 448089669
1 200209317 958599617
1 26996566 405213823
1 312722381 32573258
1 973031148 646532531
1 194010246 850028376
1 940528380 980840740
1 295947637 212787185
1 725024144 451553708
1 260557184 465435255
1 75651514 750633930
1 1242365 553075732
1 301608806 870774100
2 492895811 255468998
1 170160597 588419622
1 548516537 563119366
1 855902809 106021835
1 55382824 397177326
1 67290752 817744051
1 580059478 276867944
1 64818444 67852788
1 402021577 586069755
1 887927766 538100159
1 534046503 30910039
1 346773525 99500364
1 185397438 123452316
1 877166344 852485531
1 368921752 682596975
1 611423263 481530346
1 367203062 506840134
1 361949756 615860788
1 1704374 728126407
2 140468704 772980075
1 739247092 332977349
1 284329777 579447464
1 631501197 569413083
1 333087792 509630993
1 263634006 430953659
1 515891178 191545707
1 654132001 820730392
1 221316952 25314238
1 39118413 333171309
1 125892742 607922499
1 891774591 560157102
1 757916140 571054623
1 346852777 284005081
1 685749533 995151329
2 777168497 668366603
1 654739103 286875471
1 152547088 910917145
1 241576447 76746830
1 569511794 450107079
1 286861088 966497079
1 39709135 671501375
1 601509704 13563630
1 909955407 34970093
1 469696621 834201353
1 803148897 234285415
1 608390240 45120313
1 677560279 797312759
1 976440023 750414765
1 811907479 617906515
1 563397003 758029798
1 94937088 613245451
1 765716813 680463267
1 423095096 640923255
1 713433826 281112381
1 60650733 888094362
1 85676842 156640004
1 726712047 902852018
1 313144067 322893850
1 791068576 211276833
1 948928692 430963822
1 126210726 657312293
1 609239086 279289506
1 870109413 358246799
1 180749774 112553338
1 891168491 317874059
1 658107705 68394463
2 440085583 377691791
1 999602049 340045640
1 66211927 220306521
1 350814989 97887686
1 124345079 952111378
1 870948558 576854932
1 100073245 37290270
1 978678445 864351320
1 49971424 789574347
1 691771206 122194384
1 136481450 917152310
1 839584012 920928894
1 926418767 856754797
1 261120360 340799699
1 609502629 206667991
1 201083373 261968211
1 83241346 25448025
1 138036470 696612530
1 835403433 377414345
1 332434449 620818496
1 30173791 910721801
1 988845456 149634859
1 820284105 817422642
1 966345020 89412526
1 405156780 946840470
1 625781447 281360370
1 898609854 476305405
1 975676972 17739912
1 688640292 980992539
1 950290939 496907612
1 724021736 990973050
1 228679709 571624680
1 426085322 505527756
1 26595467 313415293
1 883608719 962321228
1 748772337 155475117
1 310625406 148452785
1 110102415 946342347
1 323395390 25209173
1 841120251 616188934
1 980660103 17360396
1 195699048 316436179
1 466650930 391901666
1 677019768 302878970
1 1554931 949878709
2 136689937 333247447
2 177676399 204968663
1 530830023 806105501
1 620802815 2849510
1 521176744 979223942
1 225522425 839738598
1 716619923 935732063
1 10368329 314330096
1 234092509 995736037
2 892839208 125822198
1 340526971 985860920
1 790114372 206355734
1 763126094 880900552
1 702958242 311631147
1 10182430 923366406
1 483792716 524068848
1 523606837 19607700
1 664100637 859871178
1 116012342 490237674
2 956868977 739347703
1 427039044 147842812
1 345424700 697613637
1 2863339 317971848
1 240633641 410875564
1 72589639 243351177
1 212503948 81527653
1 625540112 520210319
1 876207437 916004758
1 16707273 64736710
2 692714973 744679402
1 198343055 450083819
1 372492685 569725790
1 568477620 248613837
1 474090655 877308215
1 259693781 986606563
1 138623072 965697756
1 109312746 559277346
1 110424219 473977725
1 236155818 314032048
1 307422709 7815481
1 180420712 83997020
1 475490026 774216495
1 636202180 328960847
1 429673949 690039629
1 445164743 843788031
1 557094602 60274894
1 509648984 505689852
1 635719684 602563741
1 824454726 839068016
1 149209451 649826908
1 638659538 827587460
1 111880659 768518197
1 677515652 840245348
1 539039758 200684591
1 460755430 90480928
1 296913405 619085854
1 105332762 801205806
1 221279861 401925801
1 849435239 779755195
1 381783924 754252010
1 210318763 69366779
1 460881227 850246038
1 463878961 48058917
1 687712236 415540876
1 836699719 482235255
1 41230433 908626606
1 2731996 819500185
1 541497138 699680958
1 334041747 510367149
1 136494063 543181845
1 968137519 3688514
1 89705820 738153702
1 888921027 51968610
1 26359998 650855104
1 679011016 203024332
1 532637795 124558447
1 931146757 863187788
1 135758012 850253148
1 273136570 79273282
1 371792714 690215075
1 970095331 696380093
1 300974998 162802701
1 722498284 156119050
1 432755176 582109221
1 833398756 44546358
1 168918043 825145945
1 75036121 352163436
1 244474775 544305292
1 703228914 565848157
1 300289752 383291414
1 743384398 794697518
1 633341791 292021736
1 522198493 971890209
1 187613869 513281065
1 277100517 483842523
1 919542366 456221550
1 574992783 20270959
1 544531096 506310605
1 511733690 36121595
1 525794117 919495592
1 814049256 107530555
1 778478038 410007142
1 556383018 778563066
1 663802037 136268272
1 507101623 641866465
1 499374284 617498712
1 627221430 506329465
1 928038106 155697959
1 619402200 439538391
1 931258694 597029300
1 550116153 678061714
1 488102464 150580908
1 234608979 86112739
1 777767062 198051745
1 20472169 271339441
1 103743643 10170184
1 706608483 177184449
1 413026815 867511179
1 757278588 238631325
1 443480633 456238672
1 675585953 620048960
1 894159608 842948528
1 914820624 200293626
1 166544414 733752635
1 707864173 806729809
1 514016703 544994018
1 458091853 213877454
